step,time_hours,demand,solar,price,soc,battery_flow_mw,emergency_generator_mw,curtail_solar_mw,fcas_reserve_mw,net_grid_power_mw,unmet_demand_mw,overvoltage_mw,step_cost,cum_cost
0,0.0,38.0,0.0,140.0,0.4,37.99999999999999,0.0,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,475.0000000000073
1,0.25,37.0,0.0,138.0,0.3,38.000000000000014,0.0,0.0,0.0,-1.0000000000000142,0.0,0.0,0.0,937.5100000000073
2,0.5,37.0,0.0,135.0,0.2,37.99999999999999,0.0,0.0,0.0,-0.9999999999999929,0.0,0.0,0.0,1400.0100000000073
3,0.75,36.0,0.0,133.0,0.1,38.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,1850.0200000000073
4,1.0,36.0,0.0,130.0,0.0,38.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,2300.0200000000073
5,1.25,35.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,38739.96
6,1.5,34.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,40099.97
7,1.75,34.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,41434.47
8,2.0,33.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,42713.23
9,2.25,33.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,43967.23
10,2.5,32.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,45167.24
11,2.75,32.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,46351.24
12,3.0,32.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,47511.24
13,3.25,31.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,48611.75
14,3.5,31.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,49696.75
15,3.75,30.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,50731.76
16,4.0,30.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,51744.26
17,4.25,30.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,52756.76
18,4.5,30.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,53769.26
19,4.75,30.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,54781.76
20,5.0,30.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,55794.26
21,5.25,30.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,56844.26
22,5.5,31.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,57968.02
23,5.75,32.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,59168.03
24,6.0,32.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,60408.03
25,6.25,33.0,1.0,124.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,61680.03
26,6.5,34.0,2.0,128.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,62984.03
27,6.75,35.0,5.0,131.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,64229.07
28,7.0,36.0,8.0,135.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,65419.11
29,7.25,38.0,12.0,139.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,66550.15
30,7.5,39.0,16.0,142.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,67567.99
31,7.75,40.0,23.0,146.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,68337.6
32,8.0,42.0,30.0,150.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,68892.85
33,8.25,43.0,36.0,138.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,69195.85
34,8.5,44.0,42.0,125.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,69276.1
35,8.75,45.0,49.0,113.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,69226.46
36,9.0,46.0,55.0,100.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,69114.21
37,9.25,46.0,61.0,85.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,68927.07
38,9.5,45.0,66.0,70.0,0.0,0.0,0.0,0.0,0.0,-21.0,0.0,0.0,0.0,68664.93
39,9.75,44.0,72.0,55.0,0.0,0.0,0.0,0.0,0.0,-28.0,0.0,0.0,0.0,68315.42
40,10.0,44.0,78.0,40.0,0.0,0.0,0.0,0.0,0.0,-34.0,0.0,0.0,0.0,67890.78
41,10.25,43.0,84.0,30.0,0.0,0.0,0.0,0.0,0.0,-41.0,0.0,0.0,0.0,67378.77
42,10.5,42.0,90.0,20.0,0.0,0.0,0.0,0.0,0.0,-48.0,0.0,0.0,0.0,66779.26
43,10.75,41.0,95.0,10.0,0.03333333333333333,-14.035087719298247,0.0,0.0,0.0,-39.96491228070175,0.0,0.0,0.0,66455.78281932902
44,11.0,40.0,100.0,0.0,0.06666666666666667,-14.035087719298247,0.0,0.0,0.0,-45.96491228070175,0.0,0.0,0.0,66057.02001231148
45,11.25,39.0,104.0,-7.0,0.1,-14.035087719298248,0.0,0.9649122807017534,0.0,-50.0,0.0,0.0,0.0,65607.62142813174
46,11.5,38.0,108.0,-15.0,0.16666666666666666,-28.070175438596486,0.0,0.0,0.0,-41.929824561403514,0.0,0.0,0.0,65435.02709141274
